"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","traditional","1","1","secondary",114,"less than secondary","less than secondary","group5","group3",112.6,"1","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group9","group9",111.1,"0","0","0","1","0","0",31,"0",7.6,2.6,0.32,"0"
"single","non-traditional","3","1","secondary",140,"secondary","less than secondary","group9","group7",127.5,"1","0","1","1","0","1",20,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group7","group7",120.2,"1","0","0","1","0","0",20,"0",10.8,1.4,1.74,"0"
"single","traditional","4","1","secondary",121,"less than secondary","less than secondary","group5","group5",118.9,"1","0","0","1","0","0",21,"0",16.2,0.3,-0.92,"0"
"single","traditional","4","1","secondary",130,"less than secondary","less than secondary","group9","group7",119.9,"1","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",141,"less than secondary","secondary","group9","group4",127.3,"1","0","0","1","0","1",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",131,"less than secondary","less than secondary","group3","group7",127.9,"1","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"0"
"legally separated","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group7","group9",133,"0","0","0","1","0","0",40,"0",16.2,0.3,-0.92,"0"
"single","traditional","6","1","secondary",117,"secondary","less than secondary","group4","group7",114.6,"0","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",151,"bachelors or higher","bachelors or higher","group2","group2",144.5,"1","0","0","1","0","0",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",131,"secondary","less than secondary","group4","group3",125.4,"1","0","0","1","0","0",19,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group9","group7",145,"0","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",135,"less than secondary","less than secondary","group9","group6",138.1,"0","0","1","0","0","0",28,"0",8.9,1.4,3.51,"1"
"single","traditional","1","1","secondary",119,"less than secondary","less than secondary","group9","group8",124.6,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",122,"less than secondary","less than secondary","group9","group9",130.8,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",155,"secondary","secondary","group4","group3",140.5,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",123,"less than secondary","less than secondary","group9","group9",124.1,"1","0","0","1","0","1",20,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group4",118.4,"0","0","1","1","0","0",28,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","1","secondary",133.1,"bachelors or higher","secondary","group5","group3",128.2,"0","0","0","1","0","0",23,"1",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",114,"less than secondary","less than secondary","group5","group5",109.5,"1","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",137,"less than secondary","less than secondary","group5","group7",131.1,"1","0","0","1","0","1",18,"0",8.9,1.4,3.51,"0"
"single","traditional","3","1","secondary",161,"less than secondary","less than secondary","group9","group9",137.9,"0","0","1","0","0","1",20,"1",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",133.1,"bachelors or higher","secondary","group2","group4",128.2,"1","0","0","1","0","0",20,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group9","group9",126.5,"0","0","0","1","0","0",27,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",128,"secondary","secondary","group9","group9",120,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"1"
"legally separated","non-traditional","2","1","less than secondary",133.1,"less than secondary","less than secondary","group4","group6",123,"0","0","0","1","0","1",37,"0",10.8,1.4,1.74,"0"
"legally separated","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group4","group6",130,"0","0","0","0","0","0",42,"0",12.4,0.5,1.79,"1"
"single","traditional","6","1","secondary",147,"secondary","less than secondary","group4","group8",141.1,"1","0","0","1","0","0",20,"0",13.9,-0.3,0.79,"1"
"married","non-traditional","1","1","secondary",140,"unknown","unknown","group9","group9",140,"0","0","0","0","1","0",34,"0",15.5,2.8,-4.06,"1"
"single","non-traditional","1","1","secondary",140,"bachelors or higher","bachelors or higher","group3","group2",133.6,"1","0","0","1","1","0",22,"0",10.8,1.4,1.74,"1"
"married","non-traditional","2","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group5",123.5,"0","0","0","1","1","0",39,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",141,"less than secondary","less than secondary","group9","group9",136.3,"1","0","0","1","1","1",18,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",128,"less than secondary","less than secondary","group9","group9",123.5,"1","0","0","1","1","1",21,"0",8.9,1.4,3.51,"0"
"married","non-traditional","1","1","secondary",150,"less than secondary","less than secondary","other situation","group10",112,"0","0","0","1","1","0",34,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","specialized",160,"less than secondary","less than secondary","group9","group9",160,"0","0","0","1","1","1",22,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","1","secondary",133.1,"secondary","less than secondary","group4","group7",110,"0","0","0","1","1","0",31,"0",16.2,0.3,-0.92,"1"
"single","traditional","3","1","secondary",128,"less than secondary","less than secondary","group5","group9",116.8,"1","0","0","0","1","0",19,"0",10.8,1.4,1.74,"1"
"single","traditional","5","1","secondary",114,"less than secondary","secondary","group5","group9",109.5,"0","0","0","1","1","0",19,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group10",100,"0","0","0","1","1","0",31,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",126,"less than secondary","less than secondary","group5","group6",117.3,"1","0","0","1","0","0",19,"0",13.9,-0.3,0.79,"0"
"married","non-traditional","2","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",130,"0","0","0","1","0","0",30,"1",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","secondary",129,"less than secondary","less than secondary","group3","group3",137.8,"1","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group7","group7",136.5,"1","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"legally separated","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group5","group5",138.7,"0","0","0","1","0","0",31,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",134,"less than secondary","secondary","group9","group4",124.9,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"1"
"legally separated","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group9","group7",140,"0","0","0","1","0","1",43,"0",8.9,1.4,3.51,"1"
"single","traditional","2","1","secondary",132,"less than secondary","less than secondary","group9","group8",122.6,"1","0","0","1","0","1",20,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",131,"secondary","secondary","group5","group9",129.5,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",133.1,"bachelors or higher","secondary","group1","group7",155,"0","0","0","1","0","0",22,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","0","secondary",133.1,"bachelors or higher","secondary","group1","group7",100,"0","0","0","1","0","0",26,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",160,"less than secondary","less than secondary","group5","group8",137.6,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","bachelors or higher",120,"less than secondary","bachelors or higher","group4","group2",120,"1","0","0","1","0","0",29,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","secondary",114,"bachelors or higher","less than secondary","group2","group4",114,"0","0","0","1","0","0",20,"1",8.9,1.4,3.51,"0"
"legally separated","traditional","1","0","secondary",140,"less than secondary","less than secondary","group9","group7",139,"0","0","0","1","0","1",38,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",100,"less than secondary","less than secondary","group9","group5",110,"0","0","0","1","0","0",41,"0",15.5,2.8,-4.06,"0"
"single","traditional","6","1","secondary",139,"less than secondary","less than secondary","group4","group9",128.5,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",136,"secondary","less than secondary","group4","group5",132.2,"0","0","1","1","0","0",19,"0",10.8,1.4,1.74,"0"
"legally separated","non-traditional","1","1","bachelors or higher",130,"bachelors or higher","less than secondary","group2","group3",130,"0","0","0","1","0","0",43,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group9","group7",129.3,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group8",128.2,"1","0","0","1","1","1",19,"0",8.9,1.4,3.51,"0"
"single","traditional","6","1","secondary",146,"bachelors or higher","less than secondary","group3","group9",130.3,"1","0","0","1","1","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",159,"bachelors or higher","bachelors or higher","group2","group2",162.5,"1","0","0","1","1","0",19,"0",16.2,0.3,-0.92,"1"
"married","non-traditional","1","0","less than secondary",133.1,"unknown","unknown","student","student",130,"0","0","0","1","1","0",38,"0",9.4,-0.8,-3.12,"1"
"married","non-traditional","1","1","bachelors or higher",110,"less than secondary","less than secondary","group4","group8",110,"1","0","0","1","1","0",37,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","1","secondary",120,"secondary","less than secondary","group4","group10",142.3,"1","0","0","1","0","1",26,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group9",122,"1","0","0","1","0","1",21,"0",12.7,3.7,-1.7,"0"
"single","traditional","3","1","secondary",158,"secondary","less than secondary","group9","group9",153.6,"1","0","0","1","0","1",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",122,"bachelors or higher","less than secondary","group2","group3",112.9,"0","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",140,"bachelors or higher","secondary","group2","group4",124.1,"0","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",136,"less than secondary","secondary","group9","group4",129.7,"0","0","0","1","0","0",19,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",111,"less than secondary","less than secondary","group9","group9",110,"1","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",145,"bachelors or higher","less than secondary","group3","group8",136.3,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",146,"0","0","1","1","0","1",19,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group7","group8",129.9,"0","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",140,"less than secondary","secondary","group9","group8",140.9,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"married","traditional","1","1","secondary",156,"secondary","secondary","group9","group10",135.5,"0","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",132,"less than secondary","less than secondary","group9","group7",122,"1","0","0","1","0","1",20,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","specialized",140,"secondary","less than secondary","group4","group5",140,"0","0","0","1","0","1",22,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",164,"unknown","secondary","student","student",163,"0","0","0","1","0","0",18,"0",7.6,2.6,0.32,"1"
"single","traditional","4","1","secondary",113,"less than secondary","less than secondary","group7","group7",107.4,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",122,"less than secondary","less than secondary","group9","group9",114.3,"1","0","0","0","0","1",20,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",150,"bachelors or higher","bachelors or higher","group3","group2",140.8,"0","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",135,"less than secondary","less than secondary","group5","group5",126.3,"1","1","0","1","0","1",20,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",133.1,"bachelors or higher","less than secondary","group2","group9",110,"0","0","0","1","0","0",28,"0",11.1,0.6,2.02,"1"
"single","traditional","2","1","secondary",122,"secondary","secondary","group9","group10",126.2,"0","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","specialized",140,"less than secondary","secondary","group5","group5",140,"0","0","0","1","0","0",22,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",138,"secondary","bachelors or higher","group9","group1",123,"1","0","0","1","0","0",19,"0",15.5,2.8,-4.06,"0"
"single","traditional","3","1","secondary",130,"less than secondary","less than secondary","group5","group5",157,"1","0","0","0","0","0",18,"0",13.9,-0.3,0.79,"1"
"single","traditional","1","1","secondary",157,"bachelors or higher","bachelors or higher","group2","group2",149.7,"1","0","0","1","0","0",18,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",140,"bachelors or higher","secondary","group2","group3",140,"1","0","0","1","0","0",22,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","specialized",170,"secondary","less than secondary","group4","group7",170,"0","0","0","1","0","0",20,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","0","secondary",150,"secondary","less than secondary","group9","group7",130.2,"0","0","0","1","0","1",24,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",146,"secondary","less than secondary","group9","group9",135.5,"1","0","1","1","0","0",22,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group5","group4",118.3,"0","0","0","1","0","0",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",118,"less than secondary","less than secondary","group9","group9",116.3,"1","0","0","1","0","1",20,"0",12.7,3.7,-1.7,"0"
"married","non-traditional","1","0","bachelors or higher",120,"less than secondary","secondary","group9","group9",120,"0","0","0","0","0","0",35,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",154,"secondary","secondary","group5","group7",154.7,"0","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",139,"bachelors or higher","bachelors or higher","group3","group3",132.7,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",136,"bachelors or higher","bachelors or higher","group3","group3",130.8,"0","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","2","1","secondary",130,"secondary","less than secondary","group4","group9",122.7,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"1"
"married","non-traditional","1","1","less than secondary",133.1,"secondary","bachelors or higher","group4","group6",130,"0","0","0","1","0","0",31,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",133,"less than secondary","less than secondary","group5","group7",123.6,"0","0","0","1","0","1",19,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",143,"less than secondary","less than secondary","group4","group9",116.5,"1","0","0","1","0","1",20,"0",15.5,2.8,-4.06,"0"
"single","traditional","3","1","secondary",117,"less than secondary","less than secondary","group5","group7",111.1,"0","0","0","1","0","0",21,"0",15.5,2.8,-4.06,"1"
"single","traditional","3","1","secondary",145,"less than secondary","less than secondary","group9","group7",136.3,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","5","1","secondary",134,"unknown","secondary","group5","group7",129.8,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"1"
"married","non-traditional","1","0","secondary",170,"less than secondary","less than secondary","group4","group8",134.7,"0","0","0","1","0","0",33,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",143,"less than secondary","less than secondary","group9","group7",131.8,"1","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group7","group9",126.8,"1","0","0","0","0","1",18,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",131,"less than secondary","less than secondary","group9","group6",130.7,"0","0","1","1","0","0",21,"0",10.8,1.4,1.74,"0"
"single","traditional","3","1","secondary",115,"less than secondary","less than secondary","group5","group5",109.8,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","bachelors or higher",130,"bachelors or higher","less than secondary","group2","group3",133.9,"0","0","0","1","0","0",28,"0",16.2,0.3,-0.92,"0"
"married","non-traditional","1","1","secondary",130,"secondary","less than secondary","group9","group9",109.9,"0","0","0","0","0","0",29,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","specialized",160,"secondary","less than secondary","group3","group3",160,"1","0","1","0","0","0",36,"0",12.4,0.5,1.79,"1"
"single","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group9","group7",106.5,"0","0","0","1","0","1",32,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group5","group7",120,"1","0","0","1","0","1",25,"0",9.4,-0.8,-3.12,"0"
"married","non-traditional","1","0","secondary",140,"less than secondary","less than secondary","group3","group10",107.8,"0","0","0","1","0","0",33,"0",7.6,2.6,0.32,"0"
"married","non-traditional","1","0","less than secondary",133.1,"unknown","unknown","student","student",100,"0","0","0","0","0","0",34,"0",9.4,-0.8,-3.12,"1"
"married","non-traditional","1","0","secondary",150,"unknown","unknown","student","student",112.5,"0","0","0","1","0","0",33,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","0","secondary",140,"less than secondary","less than secondary","group9","group8",135.5,"0","0","1","0","0","0",29,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",145,"secondary","secondary","group4","group10",145,"0","0","0","1","0","0",18,"0",12.4,0.5,1.79,"1"
"single","traditional","1","1","secondary",126,"less than secondary","less than secondary","group7","group7",119,"0","0","0","1","0","1",18,"0",15.5,2.8,-4.06,"0"
"married","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group4","group5",130,"0","0","0","1","0","0",38,"0",16.2,0.3,-0.92,"0"
"single","traditional","4","1","secondary",135,"less than secondary","less than secondary","group9","group8",126.3,"1","0","0","1","0","1",19,"0",7.6,2.6,0.32,"0"
"legally separated","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group9","group9",113.5,"0","0","0","1","0","1",39,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","0","bachelors or higher",120,"less than secondary","less than secondary","group9","group9",120,"0","0","0","1","0","0",37,"0",12.7,3.7,-1.7,"0"
"single","traditional","2","1","secondary",120,"less than secondary","less than secondary","group5","group5",111.3,"1","0","0","1","0","0",32,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",147,"less than secondary","unknown","group4","student",130.2,"0","0","0","1","0","0",18,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",149,"secondary","secondary","group4","group8",140.2,"1","1","0","1","0","0",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","5","1","secondary",124,"less than secondary","less than secondary","group9","group9",113.9,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",99,"1","0","0","1","0","1",23,"0",8.9,1.4,3.51,"0"
"single","traditional","2","1","secondary",125,"secondary","less than secondary","group4","group9",124,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",141,"less than secondary","less than secondary","group9","group10",138.9,"0","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",131,"less than secondary","less than secondary","group9","group9",130,"1","0","0","1","1","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","4","1","secondary",118,"secondary","less than secondary","group5","group7",120.8,"1","0","0","1","0","0",20,"0",12.4,0.5,1.79,"0"
"single","traditional","6","1","secondary",129,"less than secondary","less than secondary","group9","group7",127.8,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"1"
"single","traditional","3","1","secondary",136,"less than secondary","less than secondary","group4","group5",126,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",134,"secondary","less than secondary","group4","group5",126,"0","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",153,"less than secondary","less than secondary","group9","group5",138.5,"1","0","0","1","0","1",20,"0",10.8,1.4,1.74,"0"
"single","traditional","3","1","secondary",119,"less than secondary","less than secondary","group9","group9",119.4,"1","0","0","1","0","0",20,"0",12.4,0.5,1.79,"0"
"legally separated","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group7","group7",101.5,"1","0","0","1","0","0",24,"0",10.8,1.4,1.74,"0"
"legally separated","non-traditional","2","1","secondary",133.1,"less than secondary","less than secondary","group7","group7",101.5,"1","0","0","1","0","0",24,"0",10.8,1.4,1.74,"1"
"single","traditional","2","1","secondary",130,"bachelors or higher","secondary","group2","group7",126.2,"1","0","0","1","0","0",20,"0",12.4,0.5,1.79,"0"
"single","traditional","3","1","secondary",128,"less than secondary","less than secondary","group3","group3",129.8,"1","0","0","1","0","0",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group3","group9",138.4,"1","0","0","0","0","0",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",146,"secondary","less than secondary","group9","group9",129.3,"0","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",119,"bachelors or higher","secondary","group4","group3",113.1,"1","0","0","1","0","0",21,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",160,"secondary","less than secondary","group4","group10",144.3,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","5","1","secondary",144,"less than secondary","secondary","group5","group3",141,"1","0","0","1","0","1",19,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","bachelors or higher",130,"secondary","secondary","group4","group4",130,"1","0","0","1","0","0",22,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",122,"less than secondary","less than secondary","group7","group7",117.5,"1","0","0","1","0","0",19,"0",8.9,1.4,3.51,"0"
"single","traditional","3","1","secondary",153,"less than secondary","less than secondary","group9","group9",131.8,"1","0","0","1","0","0",18,"1",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",147,"less than secondary","less than secondary","group9","group5",133.7,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",121,"less than secondary","less than secondary","group5","group5",115.4,"1","0","0","1","0","1",24,"0",12.7,3.7,-1.7,"0"
"single","traditional","3","1","secondary",134,"less than secondary","less than secondary","group9","group5",129.1,"0","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","0","secondary",133,"less than secondary","less than secondary","group5","group2",135.5,"0","0","0","1","0","0",34,"0",10.8,1.4,1.74,"0"
"single","traditional","5","1","secondary",118,"less than secondary","less than secondary","group9","group9",112.4,"1","0","0","1","0","0",19,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",137,"less than secondary","less than secondary","group7","group9",130.8,"1","0","0","1","0","1",18,"0",7.6,2.6,0.32,"0"
"single","traditional","5","1","secondary",143,"less than secondary","less than secondary","group9","group5",131.6,"1","0","0","1","0","1",19,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","secondary",123,"less than secondary","secondary","group1","group1",140.8,"0","0","0","1","0","0",25,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","specialized",140,"bachelors or higher","less than secondary","group2","group9",140,"1","0","0","1","0","0",21,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",118,"less than secondary","less than secondary","group7","group7",114.2,"0","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",142,"unknown","less than secondary","group4","group7",127.3,"0","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","0","secondary",115,"less than secondary","less than secondary","group9","group7",115,"1","0","0","1","0","0",28,"0",9.4,-0.8,-3.12,"0"
"married","non-traditional","1","1","secondary",131,"secondary","less than secondary","group5","group5",118.8,"0","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"married","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group9",125,"0","0","0","1","0","0",41,"0",8.9,1.4,3.51,"0"
"single","traditional","2","1","secondary",133.1,"less than secondary","less than secondary","group5","student",111.5,"0","0","0","1","0","0",18,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",134,"less than secondary","less than secondary","group7","group7",124.2,"0","0","0","1","0","1",21,"0",15.5,2.8,-4.06,"0"
"legally separated","non-traditional","1","1","bachelors or higher",130,"unknown","unknown","missing","missing",130,"0","0","1","1","0","0",41,"0",11.1,0.6,2.02,"1"
"single","non-traditional","1","1","bachelors or higher",133.1,"bachelors or higher","bachelors or higher","group2","group2",120,"1","0","0","1","0","0",32,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","0","less than secondary",114,"unknown","unknown","student","missing",110,"0","0","0","1","0","0",29,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group8",113.3,"0","0","0","1","0","0",24,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",128,"less than secondary","less than secondary","group7","group8",123.5,"1","0","0","1","0","0",22,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","secondary","group1","group3",101,"0","0","0","1","0","0",21,"0",15.5,2.8,-4.06,"1"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group10",120.9,"1","0","0","1","0","0",39,"0",11.1,0.6,2.02,"1"
"legally separated","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group9",154.6,"0","0","0","0","0","1",44,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",117,"less than secondary","less than secondary","group9","group9",120.2,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","non-traditional","3","1","secondary",139,"less than secondary","less than secondary","group9","group8",146.5,"0","0","0","1","0","0",21,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",159,"unknown","less than secondary","student","group6",160.1,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group5","group5",150,"0","0","1","1","0","0",34,"0",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",140,"less than secondary","less than secondary","other situation","other situation",135.8,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",135,"less than secondary","bachelors or higher","group9","group2",143.8,"1","0","1","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",121,"less than secondary","less than secondary","group6","group7",116.8,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"1"
